,sourceNodeId,targetNodeId,relationshipType
126,35,579008,CITES
127,35,592973,CITES
128,35,593091,CITES
129,35,593105,CITES
130,35,593240,CITES
131,35,593260,CITES
132,35,593813,CITES
133,35,594047,CITES
134,35,594543,CITES
135,35,594649,CITES
136,35,594900,CITES
137,35,608326,CITES
138,35,634902,CITES
139,35,634904,CITES
140,35,634938,CITES
141,35,634975,CITES
142,35,640617,CITES
143,35,646809,CITES
144,35,646837,CITES
145,35,647408,CITES
146,35,647447,CITES
147,35,66556,CITES
148,35,66563,CITES
149,35,66805,CITES
150,35,69284,CITES
151,35,69296,CITES
152,35,694759,CITES
153,35,735303,CITES
154,35,78511,CITES
155,35,787016,CITES
156,35,801170,CITES
157,35,81722,CITES
158,35,82098,CITES
159,35,84021,CITES
160,35,85352,CITES
161,35,86359,CITES
162,35,8865,CITES
163,35,887,CITES
164,35,97645,CITES
165,35,98698,CITES
166,40,1109017,CITES
167,40,1114442,CITES
168,40,116552,CITES
169,114,1103315,CITES
170,114,1105394,CITES
171,114,1106112,CITES
172,114,1106172,CITES
173,114,1106406,CITES
174,114,1107455,CITES
175,114,1111052,CITES
176,114,1114125,CITES
177,114,1117942,CITES
178,114,1118245,CITES
179,114,1118332,CITES
180,114,1120170,CITES
181,114,1126029,CITES
182,114,124064,CITES
183,114,128,CITES
184,114,130,CITES
185,114,136665,CITES
186,114,191404,CITES
187,114,193742,CITES
188,114,23258,CITES
189,114,28227,CITES
190,114,28287,CITES
191,114,28350,CITES
192,114,28387,CITES
193,114,28471,CITES
194,114,28485,CITES
195,114,341188,CITES
196,114,38480,CITES
197,114,39403,CITES
198,114,434,CITES
199,114,55968,CITES
200,114,58540,CITES
201,114,6155,CITES
202,114,6170,CITES
203,114,6196,CITES
204,114,6220,CITES
205,114,64484,CITES
206,114,7432,CITES
207,114,755217,CITES
208,114,8213,CITES
209,114,91975,CITES
210,114,976334,CITES
211,117,1109581,CITES
212,117,149669,CITES
213,117,17476,CITES
214,117,189708,CITES
215,117,206259,CITES
216,117,28202,CITES
217,117,28278,CITES
218,117,28387,CITES
219,117,28471,CITES
220,117,32872,CITES
221,117,33013,CITES
222,117,341188,CITES
223,117,38480,CITES
224,117,39403,CITES
225,117,6170,CITES
226,117,6214,CITES
227,117,75674,CITES
228,128,1114125,CITES
229,128,20526,CITES
230,128,39403,CITES
231,128,91975,CITES
232,130,13960,CITES
233,130,345340,CITES
234,130,39403,CITES
235,288,1118092,CITES
236,288,36167,CITES
237,424,1135125,CITES
238,424,218666,CITES
239,424,47684,CITES
240,434,267003,CITES
241,463,58454,CITES
242,504,1102364,CITES
243,504,1112650,CITES
244,504,506,CITES
245,504,89416,CITES
246,506,1102364,CITES
247,506,1106546,CITES
248,506,89416,CITES
249,887,10796,CITES
250,887,1105033,CITES
251,887,1111304,CITES
252,887,1112911,CITES
253,887,1113614,CITES
254,887,114308,CITES
255,887,12576,CITES
256,887,134128,CITES
257,887,161221,CITES
258,887,170798,CITES
259,887,17476,CITES
260,887,19045,CITES
261,887,20972,CITES
262,887,265203,CITES
263,887,28456,CITES
264,887,299195,CITES
265,887,299197,CITES
266,887,334153,CITES
267,887,35490,CITES
268,887,38205,CITES
269,887,595056,CITES
270,887,6151,CITES
271,887,6213,CITES
272,887,6215,CITES
273,887,64519,CITES
274,887,87363,CITES
275,887,976334,CITES
276,906,1103979,CITES
277,906,1105344,CITES
278,906,1114352,CITES
279,906,1136397,CITES
280,906,1140040,CITES
281,906,34355,CITES
282,906,910,CITES
283,910,1104379,CITES
284,910,1105344,CITES
285,910,1105530,CITES
286,910,1108834,CITES
287,910,1110520,CITES
288,910,1114118,CITES
289,910,1116569,CITES
290,910,1118848,CITES
291,910,1120858,CITES
292,910,1122460,CITES
293,910,1126044,CITES
294,910,1129111,CITES
295,910,1135137,CITES
296,910,1140040,CITES
297,910,1152194,CITES
298,910,12439,CITES
299,910,12946,CITES
300,910,131042,CITES
301,910,13136,CITES
302,910,160705,CITES
303,910,227286,CITES
304,910,242637,CITES
305,910,28278,CITES
306,910,31043,CITES
307,910,340075,CITES
308,910,340078,CITES
309,910,34355,CITES
310,910,35905,CITES
311,910,42847,CITES
312,910,436796,CITES
313,910,48550,CITES
314,910,5462,CITES
315,910,576257,CITES
316,910,58552,CITES
317,910,5869,CITES
318,910,636511,CITES
319,910,67292,CITES
320,910,675649,CITES
321,910,684372,CITES
322,910,755217,CITES
323,910,94953,CITES
324,936,1107010,CITES
325,936,1111899,CITES
326,936,129558,CITES
327,936,1956,CITES
328,936,207395,CITES
329,936,3084,CITES
330,936,3828,CITES
331,936,38845,CITES
332,940,20180,CITES
333,940,28265,CITES
334,940,3828,CITES
335,941,129558,CITES
336,941,20180,CITES
337,941,28265,CITES
338,941,3828,CITES
339,941,940,CITES
340,943,1152896,CITES
341,943,3828,CITES
342,943,91852,CITES
343,1026,1034,CITES
344,1026,1102550,CITES
345,1026,1105231,CITES
346,1026,1129798,CITES
347,1026,1153945,CITES
348,1033,1034,CITES
349,1033,1107062,CITES
350,1034,1153945,CITES
351,1035,1034,CITES
352,1035,1107062,CITES
353,1035,1110515,CITES
354,1213,1154525,CITES
355,1213,409725,CITES
356,1213,8766,CITES
357,1237,102938,CITES
358,1237,1102400,CITES
359,1237,1106112,CITES
360,1237,143676,CITES
361,1246,1102400,CITES
362,1246,1104007,CITES
363,1246,42207,CITES
364,1246,57764,CITES
365,1246,6125,CITES
366,1272,1102625,CITES
367,1272,1108167,CITES
368,1272,1120962,CITES
369,1272,112378,CITES
370,1272,1123867,CITES
371,1272,1128256,CITES
372,1272,1129208,CITES
373,1272,1135125,CITES
374,1272,1135358,CITES
375,1272,157805,CITES
376,1272,18615,CITES
377,1272,192734,CITES
378,1272,20593,CITES
379,1272,254923,CITES
380,1272,27230,CITES
381,1272,284414,CITES
382,1272,30895,CITES
383,1272,30901,CITES
384,1272,444240,CITES
385,1272,520471,CITES
386,1272,52835,CITES
387,1272,552469,CITES
388,1272,560936,CITES
389,1272,591016,CITES
390,1272,636098,CITES
391,1272,65653,CITES
392,1272,6917,CITES
393,1272,6923,CITES
394,1272,85452,CITES
395,1272,85688,CITES
396,1272,93923,CITES
397,1272,97892,CITES
398,1365,1031453,CITES
399,1365,1102407,CITES
400,1365,1105062,CITES
401,1365,1106287,CITES
402,1365,1108050,CITES
403,1365,1110494,CITES
404,1365,1110998,CITES
405,1365,1113995,CITES
406,1365,1114153,CITES
407,1365,1114352,CITES
408,1365,1114388,CITES
409,1365,1114605,CITES
410,1365,1116347,CITES
411,1365,1116594,CITES
412,1365,1117653,CITES
413,1365,1119140,CITES
414,1365,1120211,CITES
415,1365,1120866,CITES
416,1365,1128839,CITES
417,1365,1129443,CITES
418,1365,1130600,CITES
419,1365,1131647,CITES
420,1365,1131745,CITES
421,1365,1131748,CITES
422,1365,1132922,CITES
423,1365,1132968,CITES
424,1365,1135137,CITES
425,1365,1135368,CITES
426,1365,1136422,CITES
427,1365,1136442,CITES
428,1365,1152143,CITES
429,1365,1152821,CITES
430,1365,1154169,CITES
431,1365,120084,CITES
432,1365,139865,CITES
433,1365,157401,CITES
434,1365,161221,CITES
435,1365,171225,CITES
436,1365,184918,CITES
437,1365,188318,CITES
438,1365,188471,CITES
439,1365,22835,CITES
440,1365,23448,CITES
441,1365,23502,CITES
442,1365,23507,CITES
443,1365,237521,CITES
444,1365,26850,CITES
445,1365,330148,CITES
446,1365,340075,CITES
447,1365,340299,CITES
448,1365,39904,CITES
449,1365,436796,CITES
450,1365,49482,CITES
451,1365,560936,CITES
452,1365,562123,CITES
453,1365,628500,CITES
454,1365,648232,CITES
455,1365,649731,CITES
456,1365,69392,CITES
457,1365,7276,CITES
458,1365,7297,CITES
459,1365,77758,CITES
460,1365,782486,CITES
461,1365,83826,CITES
462,1365,85299,CITES
463,1365,853150,CITES
464,1365,90888,CITES
465,1365,93555,CITES
466,1365,948299,CITES
467,1365,948846,CITES
468,1365,949318,CITES
469,1365,949511,CITES
470,1365,950052,CITES
471,1365,950305,CITES
472,1481,1102567,CITES
473,1481,1106052,CITES
474,1481,1108267,CITES
475,1481,1111614,CITES
476,1481,1113934,CITES
477,1481,1114864,CITES
478,1481,1117184,CITES
479,1481,1119295,CITES
480,1481,1120563,CITES
481,1481,1153891,CITES
482,1481,13960,CITES
483,1481,200480,CITES
484,1481,399173,CITES
485,1481,4878,CITES
486,1481,521207,CITES
487,1481,521269,CITES
488,1688,1103985,CITES
489,1688,1131360,CITES
490,1688,1133338,CITES
491,1688,1134022,CITES
492,1688,1136814,CITES
493,1688,1153065,CITES
494,1688,152483,CITES
495,1688,1694,CITES
496,1688,39474,CITES
497,1688,44368,CITES
498,1688,576725,CITES
499,1688,647413,CITES
500,1688,69284,CITES
501,1688,694759,CITES
502,1688,84021,CITES
503,1694,39474,CITES
504,1717,1115291,CITES
505,1717,1116336,CITES
506,1717,1135108,CITES
507,1717,50381,CITES
508,1717,733167,CITES
509,1786,35797,CITES
510,1817,1114502,CITES
511,1919,1108389,CITES
512,1919,1109581,CITES
513,1949,129042,CITES
514,1949,3101,CITES
515,1951,3095,CITES
516,1952,1107215,CITES
517,1952,1111899,CITES
518,1952,1949,CITES
519,1952,3101,CITES
520,1953,1153166,CITES
521,1953,1153724,CITES
522,1953,1153728,CITES
523,1953,1949,CITES
524,1955,110163,CITES
525,1955,1110390,CITES
526,1955,1125386,CITES
527,1955,1956,CITES
528,1956,101143,CITES
529,1956,1111899,CITES
530,1956,1118302,CITES
531,1956,1153101,CITES
532,1956,1153150,CITES
533,1956,1817,CITES
534,1956,263486,CITES
535,1956,83449,CITES
536,1959,101143,CITES
537,1959,1152896,CITES
538,1959,1153728,CITES
539,1959,170798,CITES
540,1959,207395,CITES
541,1959,3097,CITES
542,1959,310530,CITES
543,1959,38839,CITES
544,1959,73327,CITES
545,1959,82664,CITES
546,1997,1102442,CITES
547,1997,1108551,CITES
548,1997,1109439,CITES
549,1997,1109542,CITES
550,1997,129897,CITES
551,1997,154982,CITES
552,1997,3233,CITES
553,1997,49811,CITES
554,1997,7032,CITES
555,1999,1102442,CITES
556,1999,1123068,CITES
557,1999,1131471,CITES
558,1999,39126,CITES
559,1999,6771,CITES
560,2354,10186,CITES
561,2354,1107140,CITES
562,2354,1113852,CITES
563,2354,1130539,CITES
564,2354,154134,CITES
565,2354,40151,CITES
566,2354,74749,CITES
567,2440,1000012,CITES
568,2440,1061127,CITES
569,2440,1106388,CITES
570,2440,1107095,CITES
571,2440,1108551,CITES
572,2440,1110426,CITES
573,2440,1114512,CITES
574,2440,1117786,CITES
575,2440,1119295,CITES
576,2440,1120650,CITES
577,2440,1127619,CITES
578,2440,1153254,CITES
579,2440,136766,CITES
580,2440,136768,CITES
581,2440,151430,CITES
582,2440,18615,CITES
583,2440,212777,CITES
584,2440,23546,CITES
585,2440,27230,CITES
586,2440,49811,CITES
587,2440,49843,CITES
588,2440,49844,CITES
589,2440,49847,CITES
590,2440,582343,CITES
591,2440,591016,CITES
592,2440,591017,CITES
593,2440,63931,CITES
594,2440,6917,CITES
595,2440,6923,CITES
596,2440,72908,CITES
597,2653,102406,CITES
598,2653,107177,CITES
599,2653,1104055,CITES
600,2653,1116268,CITES
601,2653,1116842,CITES
602,2653,1118764,CITES
603,2653,1119751,CITES
604,2653,1152075,CITES
605,2653,167656,CITES
606,2653,175291,CITES
607,2653,197783,CITES
608,2653,28641,CITES
609,2653,321861,CITES
610,2653,350362,CITES
611,2653,4660,CITES
612,2653,59045,CITES
613,2653,6125,CITES
614,2653,65650,CITES
615,2654,1104851,CITES
616,2654,1106630,CITES
617,2654,1107861,CITES
618,2654,1110438,CITES
619,2654,1116842,CITES
620,2654,1121867,CITES
621,2654,1123926,CITES
622,2654,1152075,CITES
623,2654,197783,CITES
624,2654,211906,CITES
625,2654,27250,CITES
626,2654,463825,CITES
627,2654,52784,CITES
628,2658,1115375,CITES
629,2658,1130676,CITES
630,2658,1130808,CITES
631,2658,1131607,CITES
632,2658,1132948,CITES
633,2658,1135899,CITES
634,2658,1140230,CITES
635,2658,230884,CITES
636,2658,236759,CITES
637,2658,282700,CITES
638,2658,395540,CITES
639,2658,578347,CITES
640,2658,696342,CITES
641,2658,696345,CITES
642,2658,696346,CITES
643,2658,751408,CITES
644,2658,99023,CITES
645,2663,1119671,CITES
646,2665,1105574,CITES
647,2665,1113035,CITES
648,2665,1115375,CITES
649,2665,1122704,CITES
650,2665,1130676,CITES
651,2665,1130808,CITES
652,2665,1131607,CITES
653,2665,1132486,CITES
654,2665,1132948,CITES
655,2665,1132968,CITES
656,2665,205192,CITES
657,2665,230884,CITES
658,2665,237489,CITES
659,2665,2658,CITES
660,2665,395540,CITES
661,2665,43639,CITES
662,2665,578306,CITES
663,2665,578309,CITES
664,2665,578337,CITES
665,2665,578347,CITES
666,2665,582139,CITES
667,2665,630817,CITES
668,2665,631052,CITES
669,2665,696345,CITES
670,2665,696346,CITES
671,2665,751408,CITES
672,2665,763009,CITES
673,2665,99023,CITES
674,2695,1108169,CITES
675,2695,1120197,CITES
676,2695,2698,CITES
677,2695,342802,CITES
678,2696,1108050,CITES
679,2696,1108169,CITES
680,2696,1113035,CITES
681,2696,1114192,CITES
682,2696,1118083,CITES
683,2696,1120858,CITES
684,2696,1123239,CITES
685,2696,1133004,CITES
686,2696,160705,CITES
687,2696,256106,CITES
688,2696,2695,CITES
689,2696,2698,CITES
690,2696,342802,CITES
691,2696,469504,CITES
692,2696,5348,CITES
693,2696,5869,CITES
694,2696,99025,CITES
695,2698,1114192,CITES
696,2698,256106,CITES
697,2698,2695,CITES
698,2698,342802,CITES
699,2698,99025,CITES
700,2702,1120777,CITES
701,2702,12330,CITES
702,2702,395553,CITES
703,2702,72056,CITES
704,3084,1107171,CITES
705,3084,255233,CITES
706,3084,33303,CITES
707,3085,15889,CITES
708,3085,221302,CITES
709,3085,30973,CITES
710,3085,395725,CITES
711,3085,5062,CITES
712,3085,83449,CITES
713,3095,110162,CITES
714,3095,110163,CITES
715,3095,218682,CITES
716,3095,83449,CITES
717,3097,1106236,CITES
718,3097,129045,CITES
719,3097,1949,CITES
720,3097,1952,CITES
721,3097,3101,CITES
722,3101,110162,CITES
723,3101,110163,CITES
724,3101,110164,CITES
725,3101,70441,CITES
726,3112,103529,CITES
727,3112,110163,CITES
728,3112,110164,CITES
729,3112,1152564,CITES
730,3112,1949,CITES
731,3112,470511,CITES
732,3112,77826,CITES
733,3112,77829,CITES
734,3187,1110000,CITES
735,3187,129896,CITES
736,3187,129897,CITES
737,3187,280876,CITES
738,3187,5086,CITES
739,3191,105865,CITES
740,3191,1106789,CITES
741,3191,1127530,CITES
742,3191,1131267,CITES
743,3191,129896,CITES
744,3191,129897,CITES
745,3191,137873,CITES
746,3191,162664,CITES
747,3191,308920,CITES
748,3191,310742,CITES
749,3191,3192,CITES
750,3191,423463,CITES
751,3191,5086,CITES
752,3191,561364,CITES
753,3191,642827,CITES
754,3192,105865,CITES
755,3192,129896,CITES
756,3192,310742,CITES
757,3192,3191,CITES
758,3192,423463,CITES
759,3192,5086,CITES
760,3192,561364,CITES
761,3192,642827,CITES
762,3217,1000012,CITES
763,3217,167670,CITES
764,3217,238099,CITES
765,3217,65653,CITES
766,3217,86840,CITES
767,3218,1106492,CITES
768,3218,1110426,CITES
769,3218,1119987,CITES
770,3218,1120169,CITES
771,3218,1152290,CITES
772,3218,1153264,CITES
773,3218,187354,CITES
774,3218,277263,CITES
775,3218,35070,CITES
776,3218,417017,CITES
777,3218,49843,CITES
778,3218,6639,CITES
779,3218,66782,CITES
780,3218,6767,CITES
781,3218,6941,CITES
782,3220,1115677,CITES
783,3220,1125992,CITES
784,3220,1128430,CITES
785,3220,1130634,CITES
786,3220,1131728,CITES
787,3220,1132706,CITES
788,3220,120039,CITES
789,3220,145215,CITES
790,3220,167670,CITES
791,3220,346243,CITES
792,3220,36620,CITES
793,3220,39124,CITES
794,3220,40922,CITES
795,3220,429805,CITES
796,3220,654177,CITES
797,3220,69397,CITES
798,3220,8832,CITES
799,3222,1103737,CITES
800,3222,1114222,CITES
801,3222,1131137,CITES
802,3222,1132157,CITES
803,3222,167656,CITES
804,3222,964248,CITES
805,3223,1132157,CITES
806,3223,1153101,CITES
807,3223,1153150,CITES
808,3223,167656,CITES
809,3223,167670,CITES
810,3229,100197,CITES
811,3229,1050679,CITES
812,3229,1103960,CITES
813,3229,1105718,CITES
814,3229,1106568,CITES
815,3229,1108209,CITES
816,3229,1108834,CITES
817,3229,1109392,CITES
818,3229,1112767,CITES
819,3229,1125082,CITES
820,3229,1125895,CITES
821,3229,1126037,CITES
822,3229,1128839,CITES
823,3229,1128868,CITES
824,3229,1130915,CITES
825,3229,1130927,CITES
826,3229,1130931,CITES
827,3229,1131647,CITES
828,3229,1131748,CITES
829,3229,1132418,CITES
830,3229,1140289,CITES
831,3229,1152277,CITES
832,3229,1152673,CITES
833,3229,1154169,CITES
834,3229,1154251,CITES
835,3229,118559,CITES
836,3229,133550,CITES
837,3229,157401,CITES
838,3229,16461,CITES
839,3229,189577,CITES
840,3229,23502,CITES
841,3229,25181,CITES
842,3229,25184,CITES
843,3229,27174,CITES
844,3229,27631,CITES
845,3229,31769,CITES
846,3229,33412,CITES
847,3229,35343,CITES
848,3229,35863,CITES
849,3229,35922,CITES
850,3229,390922,CITES
851,3229,396412,CITES
852,3229,444191,CITES
853,3229,447250,CITES
854,3229,48550,CITES
855,3229,49482,CITES
856,3229,52515,CITES
857,3229,62347,CITES
858,3229,641976,CITES
859,3229,654326,CITES
860,3229,7022,CITES
861,3229,72101,CITES
862,3229,82087,CITES
863,3229,82098,CITES
864,3229,83826,CITES
865,3229,90888,CITES
866,3229,919885,CITES
867,3229,92065,CITES
868,3229,948299,CITES
869,3229,949511,CITES
870,3229,96335,CITES
871,3231,104840,CITES
872,3231,1102761,CITES
873,3231,1106330,CITES
874,3231,1106370,CITES
875,3231,1107067,CITES
876,3231,1113926,CITES
877,3231,1115471,CITES
878,3231,1125386,CITES
879,3231,1128536,CITES
880,3231,1131471,CITES
881,3231,1153169,CITES
882,3231,167670,CITES
883,3231,180399,CITES
884,3231,200480,CITES
885,3231,20850,CITES
886,3231,25184,CITES
887,3231,259126,CITES
888,3231,263279,CITES
889,3231,3237,CITES
890,3231,328370,CITES
891,3231,39124,CITES
892,3231,39126,CITES
893,3231,46431,CITES
894,3231,49660,CITES
895,3231,6334,CITES
896,3231,63477,CITES
897,3231,63486,CITES
898,3231,636098,CITES
899,3231,66594,CITES
900,3231,68463,CITES
901,3231,8699,CITES
902,3231,8821,CITES
903,3232,1106330,CITES
904,3232,1123068,CITES
905,3232,1128536,CITES
906,3232,20850,CITES
907,3232,20942,CITES
908,3232,521251,CITES
909,3232,66594,CITES
910,3233,1103737,CITES
911,3233,1114222,CITES
912,3233,1125467,CITES
913,3233,192850,CITES
914,3233,1997,CITES
915,3233,272720,CITES
916,3233,509379,CITES
917,3233,66594,CITES
918,3233,976284,CITES
919,3235,1114222,CITES
920,3235,65653,CITES
921,3236,1125467,CITES
922,3236,167670,CITES
923,3236,3233,CITES
924,3236,3237,CITES
925,3236,601561,CITES
926,3237,964248,CITES
927,3240,1110531,CITES
928,3240,1131137,CITES
929,3240,3233,CITES
930,3240,36620,CITES
931,3240,39130,CITES
932,3240,964248,CITES
933,3243,1103610,CITES
934,3243,1104055,CITES
935,3243,1110947,CITES
936,3243,1113739,CITES
937,3243,307336,CITES
938,3243,30895,CITES
939,3243,30901,CITES
940,3243,31932,CITES
941,3243,350362,CITES
942,3243,368431,CITES
943,3243,854434,CITES
944,3243,96335,CITES
945,3828,1152896,CITES
946,3828,1956,CITES
947,3828,207395,CITES
948,3828,310530,CITES
949,3932,5075,CITES
950,4274,1105428,CITES
951,4274,1114664,CITES
952,4274,1119078,CITES
953,4329,105899,CITES
954,4329,1110768,CITES
955,4329,1111304,CITES
956,4329,28254,CITES
957,4329,395547,CITES
958,4329,46468,CITES
959,4329,510718,CITES
960,4330,1103676,CITES
961,4330,1103737,CITES
962,4330,1104449,CITES
963,4330,1108834,CITES
964,4330,11093,CITES
965,4330,1109439,CITES
966,4330,1110438,CITES
967,4330,1112929,CITES
968,4330,1114352,CITES
969,4330,1132459,CITES
970,4330,1132461,CITES
971,4330,1135108,CITES
972,4330,1136393,CITES
973,4330,1136397,CITES
974,4330,1152917,CITES
975,4330,118436,CITES
976,4330,119956,CITES
977,4330,120013,CITES
978,4330,12946,CITES
979,4330,137873,CITES
980,4330,151708,CITES
981,4330,168410,CITES
982,4330,1717,CITES
983,4330,299197,CITES
984,4330,32688,CITES
985,4330,328370,CITES
986,4330,35797,CITES
987,4330,37884,CITES
988,4330,390889,CITES
989,4330,395553,CITES
990,4330,428610,CITES
991,4330,4329,CITES
992,4330,46468,CITES
993,4330,684986,CITES
994,4330,69392,CITES
995,4330,69418,CITES
996,4330,753265,CITES
997,4330,949217,CITES
998,4335,1104300,CITES
999,4335,1121254,CITES
1000,4335,1136310,CITES
1001,4335,1136397,CITES
1002,4335,1140547,CITES
1003,4335,116790,CITES
1004,4335,1717,CITES
1005,4335,239800,CITES
1006,4335,32698,CITES
1007,4335,35922,CITES
1008,4335,390889,CITES
1009,4335,46468,CITES
1010,4335,62274,CITES
1011,4335,62417,CITES
1012,4335,755082,CITES
1013,4335,95718,CITES
1014,4553,1102548,CITES
1015,4584,1031453,CITES
1016,4584,1102550,CITES
1017,4584,1113739,CITES
1018,4584,1116347,CITES
1019,4584,1120020,CITES
1020,4584,1128839,CITES
1021,4584,1130567,CITES
1022,4584,1130600,CITES
1023,4584,124064,CITES
1024,4584,1272,CITES
1025,4584,128,CITES
1026,4584,132806,CITES
1027,4584,13885,CITES
1028,4584,13917,CITES
1029,4584,168410,CITES
1030,4584,188471,CITES
1031,4584,193742,CITES
1032,4584,28278,CITES
1033,4584,28287,CITES
1034,4584,293285,CITES
1035,4584,36167,CITES
1036,4584,6151,CITES
1037,4584,6155,CITES
1038,4584,6184,CITES
1039,4584,6196,CITES
1040,4584,6210,CITES
1041,4584,6213,CITES
1042,4584,6214,CITES
1043,4584,628500,CITES
1044,4584,628815,CITES
1045,4584,782486,CITES
1046,4584,976334,CITES
1047,4637,164,CITES
1048,4649,1105887,CITES
1049,4649,1127851,CITES
1050,4649,135765,CITES
1051,4649,135766,CITES
1052,4649,411092,CITES
1053,4649,434,CITES
1054,4649,449841,CITES
1055,4649,6917,CITES
1056,4649,8703,CITES
1057,4660,18615,CITES
1058,4660,429781,CITES
1059,4660,5038,CITES
1060,4660,582343,CITES
1061,4804,102884,CITES
1062,4804,1108175,CITES
1063,4804,1112574,CITES
1064,4804,1153262,CITES
1065,4804,12182,CITES
1066,4804,12210,CITES
1067,4804,157761,CITES
1068,4804,164,CITES
1069,4804,25805,CITES
1070,4804,45189,CITES
1071,4804,68505,CITES
1072,4804,77515,CITES
1073,4804,976284,CITES
1074,4804,989397,CITES
1075,4878,1102567,CITES
1076,4983,7867,CITES
1077,5055,1104851,CITES
1078,5055,1107861,CITES
1079,5055,1119751,CITES
1080,5055,1121867,CITES
1081,5055,129897,CITES
1082,5055,167656,CITES
1083,5062,1120563,CITES
1084,5062,28026,CITES
1085,5062,5064,CITES
1086,5062,5069,CITES
1087,5062,521207,CITES
1088,5064,1120563,CITES
1089,5064,1121176,CITES
1090,5064,1129106,CITES
1091,5064,272345,CITES
1092,5064,28026,CITES
1093,5064,385067,CITES
1094,5064,5069,CITES
1095,5069,1120563,CITES
1096,5069,385067,CITES
1097,5069,5064,CITES
1098,5075,1120563,CITES
1099,5075,5064,CITES
1100,5075,5069,CITES
1101,5086,109323,CITES
1102,5086,1105698,CITES
1103,5086,129896,CITES
1104,5086,137849,CITES
1105,5086,3187,CITES
1106,5086,3191,CITES
1107,5086,354004,CITES
1108,5086,423463,CITES
1109,5086,440815,CITES
1110,5086,561364,CITES
1111,5086,79809,CITES
1112,5194,1152714,CITES
1113,5194,133550,CITES
1114,5194,133563,CITES
1115,5194,133566,CITES
1116,5194,140569,CITES
1117,5348,1108050,CITES
1118,5348,1114192,CITES
1119,5348,1118083,CITES
1120,5348,1120197,CITES
1121,5348,1120858,CITES
1122,5348,1123239,CITES
1123,5348,1132968,CITES
1124,5348,139547,CITES
1125,5348,256106,CITES
1126,5348,2695,CITES
1127,5348,2696,CITES
1128,5348,342802,CITES
1129,5348,75695,CITES
1130,5348,911198,CITES
1131,5348,99025,CITES
1132,5454,1105574,CITES
1133,5454,1128425,CITES
1134,5454,1130680,CITES
1135,5462,1129111,CITES
1136,5462,119956,CITES
1137,5462,227286,CITES
1138,5462,910,CITES
1139,5600,1022969,CITES
1140,5600,1117833,CITES
1141,5600,255233,CITES
1142,5600,33303,CITES
1143,5600,77826,CITES
1144,5869,1110520,CITES
1145,5869,910,CITES
1146,5959,1102625,CITES
